;Scopy version,f4beeb1
;Exported on,Wednesday October 02/10/2024
;Device,M2K
;Nr of samples,200
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
0,50000,23.3647,-0.247469
1,51586.1,23.3584,-0.370724
2,53222.5,23.3617,-0.566195
3,54910.8,23.3598,-0.305816
4,56652.7,23.3467,-0.382185
5,58449.8,23.3593,-0.212538
6,60304,23.363,-0.404275
7,62216.9,23.3569,-0.524099
8,64190.6,23.3576,-0.458109
9,66226.8,23.3628,-0.450439
10,68327.7,23.3556,-0.61866
11,70495.2,23.3537,-0.612173
12,72731.4,23.3593,-0.567622
13,75038.6,23.3592,-0.613672
14,77419,23.3601,-0.505428
15,79874.8,23.3591,-0.635913
16,82408.6,23.3739,-0.517359
17,85022.8,23.3661,-0.633716
18,87719.9,23.363,-0.614347
19,90502.5,23.3578,-0.693234
20,93373.4,23.3587,-0.720031
21,96335.4,23.353,-0.757211
22,99391.4,23.3535,-0.777637
23,102544,23.3694,-0.876025
24,105797,23.3754,-0.773545
25,109153,23.3685,-0.765385
26,112616,23.3814,-0.857267
27,116188,23.375,-0.823925
28,119874,23.3797,-0.862343
29,123677,23.3801,-0.912164
30,127600,23.3722,-1.03069
31,131647,23.3729,-1.11887
32,135824,23.3684,-1.02245
33,140132,23.3716,-1.03659
34,144577,23.3706,-1.10974
35,149164,23.3781,-1.00008
36,153895,23.3741,-1.1491
37,158777,23.3772,-1.16843
38,163814,23.3749,-1.19364
39,169011,23.3764,-1.36458
40,174372,23.3758,-1.3128
41,179903,23.3739,-1.43244
42,185610,23.3815,-1.55229
43,191498,23.3824,-1.465
44,197573,23.3812,-1.52028
45,203840,23.3876,-1.47823
46,210306,23.3809,-1.67337
47,216978,23.3821,-1.80365
48,223861,23.3878,-1.78494
49,230962,23.3838,-1.81956
50,238289,23.3812,-1.81386
51,245848,23.3834,-1.8527
52,253646,23.3811,-1.97735
53,261692,23.3913,-2.08345
54,269994,23.386,-2.13627
55,278559,23.3957,-2.23038
56,287395,23.3953,-2.2769
57,296512,23.3981,-2.31984
58,305918,23.3925,-2.34814
59,315622,23.4052,-2.52507
60,325634,23.3913,-2.57472
61,335964,23.4033,-2.46107
62,346621,23.4078,-2.67914
63,357617,23.4188,-2.74106
64,368961,23.4107,-2.86708
65,380665,23.4163,-2.81686
66,392741,23.414,-3.30422
67,405199,23.4184,-2.93157
68,418053,23.437,-2.98429
69,431314,23.4242,-3.54823
70,444996,23.439,-3.47152
71,459112,23.4297,-3.85696
72,473676,23.4333,-4.10098
73,488702,23.4403,-3.95027
74,504205,23.4432,-3.73062
75,520199,23.4543,-3.93328
76,536701,23.4503,-4.31255
77,553726,23.4551,-4.33946
78,571291,23.4577,-4.54413
79,589414,23.4514,-4.6307
80,608111,23.4633,-4.90699
81,627402,23.4658,-4.9756
82,647304,23.4702,-5.37837
83,667838,23.4636,-5.39846
84,689023,23.4814,-5.51261
85,710880,23.4682,-5.86382
86,733431,23.4847,-6.0435
87,756696,23.5084,-6.12636
88,780700,23.5133,-6.36341
89,805466,23.5154,-6.46141
90,831017,23.5231,-6.80302
91,857378,23.5352,-6.89781
92,884576,23.5448,-7.19819
93,912636,23.5477,-7.43553
94,941587,23.5592,-7.78606
95,971456,23.5698,-8.04526
96,1.00227e+06,23.6062,-8.04499
97,1.03407e+06,23.6306,-8.71519
98,1.06687e+06,23.6369,-9.104
99,1.10071e+06,23.6796,-8.97644
100,1.13563e+06,23.6926,-9.54795
101,1.17165e+06,23.6984,-10.0758
102,1.20882e+06,23.7176,-10.262
103,1.24717e+06,23.7472,-10.5212
104,1.28673e+06,23.7639,-10.932
105,1.32755e+06,23.7816,-11.4388
106,1.36966e+06,23.8244,-11.6077
107,1.41311e+06,23.8344,-12.0549
108,1.45793e+06,23.8739,-12.661
109,1.50418e+06,23.8997,-13.1993
110,1.5519e+06,23.9279,-13.7627
111,1.60113e+06,23.9708,-14.2325
112,1.65192e+06,24.0086,-14.8538
113,1.70432e+06,24.036,-15.5665
114,1.75838e+06,24.0835,-16.4671
115,1.81416e+06,24.1182,-16.8357
116,1.87171e+06,24.1636,-17.7628
117,1.93109e+06,24.2178,-18.7416
118,1.99234e+06,24.2626,-19.5815
119,2.05554e+06,24.3262,-20.1618
120,2.12075e+06,24.3958,-21.5266
121,2.18802e+06,24.4687,-22.7463
122,2.25743e+06,24.5233,-24.0689
123,2.32904e+06,24.6272,-26.1256
124,2.40293e+06,24.7485,-27.6895
125,2.47915e+06,24.9167,-31.337
126,2.55779e+06,25.0547,-36.1921
127,2.63893e+06,25.0506,-40.1872
128,2.72264e+06,24.9627,-44.8741
129,2.80901e+06,24.8296,-49.0615
130,2.89812e+06,24.6735,-53.5668
131,2.99005e+06,24.4566,-57.6659
132,3.0849e+06,24.255,-61.1602
133,3.18276e+06,24.0154,-64.7671
134,3.28373e+06,23.7882,-68.1385
135,3.38789e+06,23.5112,-71.0917
136,3.49536e+06,23.2707,-74.5492
137,3.60624e+06,23.0221,-77.4477
138,3.72064e+06,22.7501,-79.6594
139,3.83866e+06,22.4795,-82.6997
140,3.96043e+06,22.2142,-85.4235
141,4.08607e+06,21.9583,-87.4
142,4.21569e+06,21.6587,-89.9078
143,4.34942e+06,21.3826,-92.0549
144,4.48739e+06,21.0978,-94.7463
145,4.62974e+06,20.7991,-96.4459
146,4.7766e+06,20.474,-98.3654
147,4.92812e+06,20.1972,-99.9864
148,5.08445e+06,19.9074,-102.567
149,5.24574e+06,19.6347,-103.442
150,5.41215e+06,19.3145,-104.319
151,5.58383e+06,19.0329,-107.184
152,5.76096e+06,18.7504,-108.115
