;Scopy version,f4beeb1
;Exported on,Monday September 30/09/2024
;Device,M2K
;Nr of samples,200
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
0,1000,60.4275,-1.72093
1,1040.1,39.8178,-1.67468
2,1081.81,39.8354,-1.73858
3,1125.19,39.8567,-1.72567
4,1170.31,39.8666,-1.80864
5,1217.24,39.8887,-1.8431
6,1266.05,39.8941,-2.11885
7,1316.82,39.9163,-1.43489
8,1369.62,39.9322,-2.16839
9,1424.54,39.9335,-2.14195
10,1481.67,39.9361,-2.33003
11,1541.08,39.9443,-2.12586
12,1602.88,39.9608,-2.3188
13,1667.16,39.9798,-2.20032
14,1734.01,39.976,-2.5563
15,1803.54,39.9834,-2.92601
16,1875.86,40.0283,-3.28407
17,1951.09,40.045,-3.04895
18,2029.32,40.0513,-3.12148
19,2110.7,40.0854,-2.91492
20,2195.34,40.0926,-3.20476
21,2283.37,40.0945,-3.47182
22,2374.93,40.075,-3.47774
23,2470.17,40.1242,-3.55902
24,2569.22,40.1059,-3.82326
25,2672.25,40.1266,-3.9728
26,2779.41,40.142,-4.16017
27,2890.86,40.1569,-4.47942
28,3006.78,40.1489,-4.37513
29,3127.36,40.1738,-5.46534
30,3252.76,40.1856,-4.71686
31,3383.2,40.1886,-5.23157
32,3518.86,40.1944,-5.7827
33,3659.97,40.1791,-5.48173
34,3806.73,40.1988,-6.06505
35,3959.38,40.2181,-6.50832
36,4118.16,40.2127,-6.63013
37,4283.29,40.2416,-6.81684
38,4455.05,40.2504,-7.44635
39,4633.7,40.2881,-7.81747
40,4819.51,40.2646,-7.91615
41,5012.77,40.3323,-8.23057
42,5213.79,40.3305,-8.83264
43,5422.86,40.3007,-9.81297
44,5640.31,40.3667,-9.89633
45,5866.49,40.3397,-10.281
46,6101.74,40.3383,-10.9945
47,6346.42,40.3408,-11.5946
48,6600.91,40.3203,-12.1111
49,6865.6,40.3344,-12.5537
50,7140.91,40.2204,-13.9194
51,7427.26,40.2715,-14.4688
52,7725.1,40.1673,-14.5722
53,8034.87,40.1378,-15.1332
54,8357.07,40.1134,-16.6484
55,8692.19,40.1538,-17.2171
56,9040.75,40.1647,-17.5341
57,9403.28,40.1246,-18.1404
58,9780.35,40.1056,-19.305
59,10172.5,40.0052,-19.7496
60,10580.5,39.9673,-20.7575
61,11004.7,39.932,-21.5402
62,11446,39.9179,-22.3178
63,11905,39.8562,-23.304
64,12382.4,39.8217,-23.9294
65,12878.9,39.795,-24.9375
66,13395.4,39.7379,-26.1143
67,13932.5,39.6952,-26.7815
68,14491.2,39.6537,-27.9791
69,15072.3,39.5927,-28.8485
70,15676.7,39.5192,-30.0472
71,16305.4,39.4684,-30.739
72,16959.2,39.3845,-32.2872
73,17639.3,39.3128,-33.5581
74,18346.6,39.2287,-34.4428
75,19082.3,39.1451,-35.9333
76,19847.5,39.034,-37.0895
77,20643.4,38.928,-38.2021
78,21471.2,38.8443,-39.7255
79,22332.2,38.7216,-41.0621
80,23227.7,38.6314,-42.233
81,24159.1,38.507,-43.5485
82,25127.9,38.3735,-45.4718
83,26135.5,38.2601,-45.9546
84,27183.6,38.1037,-48.471
85,28273.6,37.996,-49.5093
86,29407.4,37.8186,-51.1369
87,30586.6,37.6613,-52.6204
88,31813.1,37.5196,-54.158
89,33088.9,37.3271,-55.7069
90,34415.7,37.143,-57.8451
91,35795.8,36.9681,-59.4664
92,37231.2,36.7769,-61.1578
93,38724.2,36.5499,-62.596
94,40277,36.317,-64.005
95,41892.1,36.0951,-65.9309
96,43572,35.8596,-67.1636
97,45319.2,35.641,-68.6995
98,47136.5,35.4126,-70.144
99,49026.7,35.1482,-72.5176
100,50992.6,34.91,-74.0494
101,53037.4,34.6265,-75.9019
102,55164.2,34.3767,-77.6062
103,57376.3,34.0607,-80.1535
104,59677.1,33.7488,-81.3498
105,62070.2,33.5163,-82.6415
106,64559.2,33.2061,-83.8718
107,67148,32.8842,-86.7759
108,69840.6,32.5045,-88.6933
109,72641.2,32.1891,-90.4276
110,75554.1,31.7862,-92.2982
111,78583.9,31.5285,-94.1921
112,81735.1,31.1611,-95.0543
113,85012.6,30.9204,-97.6774
114,88421.6,30.5029,-99.0287
115,91967.4,30.1105,-103.613
116,95655.2,29.8895,-104.516
117,99491,29.3834,-105.285
118,103481,28.8338,-107.427
119,107630,28.4505,-109.168
120,111946,28.0483,-110.854
121,116435,27.59,-112.769
122,121104,27.2007,-114.26
123,125960,26.8085,-116.303
124,131011,26.344,-118.083
125,136265,25.9115,-120.106
126,141729,25.4739,-121.824
127,147413,25.0252,-124.293
128,153324,24.5786,-126.049
129,159472,24.1052,-127.969
130,165867,23.6608,-129.316
131,172518,23.1313,-131.542
132,179436,22.6738,-133.598
133,186632,22.1373,-135.415
134,194115,21.626,-137.81
135,201899,21.114,-140.153
136,209996,20.6074,-141.19
137,218416,20.0621,-142.668
138,227175,19.563,-144.555
139,236285,18.9631,-147.797
140,245760,18.4416,-149.683
141,255615,17.9275,-150.058
142,265865,17.3774,-152.83
143,276526,16.7905,-154.51
144,287615,16.2876,-156.898
145,299148,15.6959,-159.304
146,311144,14.9502,-159.747
147,323621,14.6243,-160.466
148,336598,13.888,-161.264
149,350095,13.161,-165.673
150,364134,12.7611,-165.059
151,378736,12.0807,-168.542
152,393923,11.5146,-169.816
153,409719,10.9015,-172.603
154,426149,10.3842,-175.622
155,443238,9.71155,-173.788
156,461012,8.911,-176.473
157,479498,8.16678,-178.602
158,498726,8.0367,-184
159,518725,7.30823,-188
160,539526,6.9118,-181
161,561161,6.08328,-185
162,583663,5.89053,-199
163,607068,4.70245,-189
164,631411,4.42482,-200
165,656731,3.65327,-196
166,683066,2.70459,-189
167,710457,3.053,-216
168,738946,1.87713,-207
169,768578,0.999922,-201
170,799398,0.661011,-202
171,831453,-0.109367,-203
172,864795,0.00655313,-189
173,899473,-1.28036,-208
174,935542,-2.23533,-162.87
175,973057,0.24809,-175.48
176,1.01208e+06,-3.30594,-219
177,1.05266e+06,-3.90738,-220
178,1.09487e+06,-4.47152,-225
179,1.13878e+06,-4.8953,-223
180,1.18444e+06,-5.66574,-225
181,1.23194e+06,-6.11767,-228
182,1.28134e+06,-6.76118,-238
183,1.33272e+06,-7.14272,-232
184,1.38616e+06,-7.9924,-229
185,1.44175e+06,-8.52406,-242
186,1.49956e+06,-9.11275,-252
187,1.55969e+06,-9.11714,-226
188,1.62224e+06,-9.73674,-252
189,1.68729e+06,-10.1543,-246
190,1.75495e+06,-11.1228,-255
191,1.82532e+06,-11.2689,-248
192,1.89852e+06,-11.0359,-278
193,1.97465e+06,-12.4618,-267
194,2.05383e+06,-10.1541,-254
195,2.13619e+06,-13.6906,-261
196,2.22185e+06,-13.7153,-266
197,2.31095e+06,-12.1581,-272
198,2.40362e+06,-14.5647,-267
199,2.5e+06,-15.0648,-267
