;Scopy version,f4beeb1
;Exported on,Friday September 27/09/2024
;Device,M2K
;Nr of samples,200
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
0,1000,38.804,176.901
1,1040.1,38.556,173.997
2,1081.81,38.5015,174.303
3,1125.19,38.6279,173.938
4,1170.31,38.6392,173.64
5,1217.24,38.6567,173.77
6,1266.05,38.6386,172.965
7,1316.82,38.6795,171.976
8,1369.62,38.6525,171.497
9,1424.54,38.6474,172.505
10,1481.67,38.7007,171.128
11,1541.08,38.6642,171.684
12,1602.88,38.599,171.301
13,1667.16,38.5613,171.351
14,1734.01,38.6506,170.881
15,1803.54,38.5786,167.631
16,1875.86,38.8095,169.12
17,1951.09,38.7332,168.065
18,2029.32,38.7458,168.45
19,2110.7,38.742,169.383
20,2195.34,38.7469,168.461
21,2283.37,38.6739,167.463
22,2374.93,38.4703,167.566
23,2470.17,38.5271,166.122
24,2569.22,38.5554,166.07
25,2672.25,38.4616,164.866
26,2779.41,38.3839,165.542
27,2890.86,38.4628,164.373
28,3006.78,38.4282,163.606
29,3127.36,38.5386,163.643
30,3252.76,38.3735,166.01
31,3383.2,38.4304,164.59
32,3518.86,38.383,164.19
33,3659.97,38.5078,165.291
34,3806.73,38.4788,164.003
35,3959.38,38.535,161.848
36,4118.16,38.641,162.044
37,4283.29,38.6586,156.905
38,4455.05,38.6002,158.609
39,4633.7,38.5062,156.34
40,4819.51,38.5041,155.687
41,5012.77,38.2556,151.655
42,5213.79,38.3344,153.327
43,5422.86,38.4694,152.311
44,5640.31,38.522,148.928
45,5866.49,38.4023,150.86
46,6101.74,38.277,151.445
47,6346.42,38.224,147.409
48,6600.91,37.9896,146.398
49,6865.6,37.9731,144.501
50,7140.91,37.9558,141.593
51,7427.26,37.7529,146.297
52,7725.1,37.4688,138.788
53,8034.87,37.3338,137.707
54,8357.07,37.2463,136.342
55,8692.19,37.0446,136.606
56,9040.75,36.973,135.113
57,9403.28,36.797,134.035
58,9780.35,36.6268,131.95
59,10172.5,36.2237,131.774
60,10580.5,35.9811,129.746
61,11004.7,35.7545,129.758
62,11446,35.6294,128.845
63,11905,35.4266,126.709
